PJN_PRODUCT_FEED_BASIC 
Black Crop Mesh Hoodie	722457442034	https://www.ellie.com/products/black-crop-mesh-hoodie	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_06_16_Ellie_JulyBox_Sara61527.jpg?v=1498503259				24.99		Zobha	
Black Crop Mesh Hoodie	722457442041	https://www.ellie.com/products/black-crop-mesh-hoodie	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_06_16_Ellie_JulyBox_Sara61527.jpg?v=1498503259				24.99		Zobha	
Black Crop Mesh Hoodie	722457442058	https://www.ellie.com/products/black-crop-mesh-hoodie	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_06_16_Ellie_JulyBox_Sara61527.jpg?v=1498503259				24.99		Zobha	
Black Crop Mesh Hoodie	722457442065	https://www.ellie.com/products/black-crop-mesh-hoodie	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_06_16_Ellie_JulyBox_Sara61527.jpg?v=1498503259				24.99		Zobha	
Black Crop Mesh Hoodie	722457442072	https://www.ellie.com/products/black-crop-mesh-hoodie	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_06_16_Ellie_JulyBox_Sara61527.jpg?v=1498503259				24.99		Zobha	
Blocked Slim Boot Pant	722457850846	https://www.ellie.com/products/blocked-slim-boot-pant	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_12_21_Ellie_JanBox_Kiana_Blue_Red133240.jpg?v=1514574719				19.99		Bally	Leggings
Blocked Slim Boot Pant	722457850853	https://www.ellie.com/products/blocked-slim-boot-pant	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_12_21_Ellie_JanBox_Kiana_Blue_Red133240.jpg?v=1514574719				19.99		Bally	Leggings
Blocked Slim Boot Pant	722457850860	https://www.ellie.com/products/blocked-slim-boot-pant	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_12_21_Ellie_JanBox_Kiana_Blue_Red133240.jpg?v=1514574719				19.99		Bally	Leggings
Blocked Slim Boot Pant	722457850877	https://www.ellie.com/products/blocked-slim-boot-pant	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_12_21_Ellie_JanBox_Kiana_Blue_Red133240.jpg?v=1514574719				19.99		Bally	Leggings
Boost Motto Legging	722457738403	https://www.ellie.com/products/boost-motto-legging	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_12_15_Ellie_JanBox_Melissa_Staci_PharoAthleticClub127680.jpg?v=1514502683				24.99		Marika	Leggings
